location_id,is_road,region,terrain_id,settlement,foraged_this_season
8f6889082196582,FALSE,Talum,4,1,FALSE
8f6889082196583,FALSE,Talum,4,1,FALSE
8f6889082196584,FALSE,Talum,4,1,FALSE
8f6889082196585,FALSE,Talum,4,1,FALSE
8f6889082196586,FALSE,Talum,4,1,FALSE
8f6889082196588,FALSE,Talum,4,1,FALSE
8f688908219658a,FALSE,Talum,4,1,FALSE
8f688908219658c,FALSE,Talum,4,1,FALSE
8f688908219658d,FALSE,Talum,4,1,FALSE
8f688908219658e,FALSE,Talum,4,1,FALSE
8f6889082196590,FALSE,Talum,4,1,FALSE
8f6889082196591,FALSE,Talum,4,1,FALSE
8f6889082196592,FALSE,Talum,4,1,FALSE
8f6889082196593,FALSE,Talum,4,1,FALSE
8f6889082196594,FALSE,Talum,4,1,FALSE
8f6889082196595,FALSE,Talum,4,1,FALSE
8f6889082196596,FALSE,Talum,4,1,FALSE
8f6889082196598,FALSE,Talum,4,1,FALSE
8f6889082196599,FALSE,Talum,4,1,FALSE
8f688908219659a,FALSE,Talum,4,1,FALSE
8f688908219659b,FALSE,Talum,4,1,FALSE
8f688908219659c,FALSE,Talum,4,1,FALSE
8f688908219659d,FALSE,Talum,4,1,FALSE
8f688908219659e,FALSE,Talum,4,1,FALSE
8f68890821965a0,FALSE,Talum,4,1,FALSE
8f68890821965a1,FALSE,Talum,4,1,FALSE
8f68890821965a2,FALSE,Talum,4,1,FALSE
8f68890821965a3,FALSE,Talum,4,1,FALSE
8f68890821965a4,FALSE,Talum,4,1,FALSE
8f68890821965a5,FALSE,Talum,4,1,FALSE
8f68890821965a6,FALSE,Talum,4,1,FALSE
8f68890821965a8,FALSE,Talum,4,1,FALSE
8f68890821965a9,FALSE,Talum,4,1,FALSE
8f68890821965aa,FALSE,Talum,4,1,FALSE
8f68890821965ab,FALSE,Talum,4,1,FALSE
8f68890821965ac,FALSE,Talum,4,1,FALSE
8f68890821965ad,FALSE,Talum,4,1,FALSE
8f68890821965ae,FALSE,Talum,4,1,FALSE
8f68890821965b0,FALSE,Talum,4,1,FALSE
8f68890821965b1,FALSE,Talum,4,1,FALSE
8f68890821965b2,FALSE,Talum,4,1,FALSE
8f68890821965b3,FALSE,Talum,4,1,FALSE
8f68890821965b4,FALSE,Talum,4,1,FALSE
8f68890821965b5,FALSE,Talum,4,1,FALSE
8f68890821965b6,FALSE,Talum,4,1,FALSE
8f6889082196990,FALSE,Birgey,0,1,FALSE
8f6889082196992,FALSE,Birgey,0,1,FALSE
8f6889082196994,FALSE,Birgey,0,2,FALSE
8f6889082196996,FALSE,Birgey,0,1,FALSE
8f68890821969a4,FALSE,Birgey,0,2,FALSE
8f68890821969a6,FALSE,Birgey,0,2,FALSE
8f68890821969b0,FALSE,Birgey,0,2,FALSE
8f68890821969b1,FALSE,Birgey,0,2,FALSE
8f68890821969b2,FALSE,Birgey,0,2,FALSE
8f68890821969b3,FALSE,Birgey,0,2,FALSE
8f68890821969b4,FALSE,Birgey,0,2,FALSE
8f68890821969b5,FALSE,Birgey,0,2,FALSE
8f68890821969b6,FALSE,Birgey,0,2,FALSE
8f6889082196c00,FALSE,Kuragang,4,1,FALSE
8f6889082196c01,FALSE,Kuragang,4,1,FALSE
8f6889082196c02,FALSE,Kuragang,4,1,FALSE
8f6889082196c03,FALSE,Kuragang,4,1,FALSE
8f6889082196c04,FALSE,Kuragang,4,1,FALSE
8f6889082196c05,FALSE,Kuragang,0,1,FALSE
8f6889082196c06,FALSE,Kuragang,4,1,FALSE
8f6889082196c08,FALSE,Birgey,4,1,FALSE
8f6889082196c0a,FALSE,Kuragang,4,1,FALSE
8f6889082196c0c,FALSE,Kuragang,4,1,FALSE
8f6889082196c0d,FALSE,Kuragang,4,1,FALSE
8f6889082196c0e,FALSE,Kuragang,4,1,FALSE
8f6889082196c10,FALSE,Kuragang,0,1,FALSE
8f6889082196c11,FALSE,Kuragang,4,1,FALSE
8f6889082196c12,FALSE,Kuragang,0,1,FALSE
8f6889082196c13,FALSE,Kuragang,0,1,FALSE
8f6889082196c14,FALSE,Kuragang,4,1,FALSE
8f6889082196c15,FALSE,Kuragang,4,1,FALSE
8f6889082196c16,FALSE,Kuragang,0,1,FALSE
8f6889082196c18,FALSE,Kuragang,4,1,FALSE
8f6889082196c19,FALSE,Kuragang,4,1,FALSE
8f6889082196c1a,FALSE,Kuragang,4,1,FALSE
8f6889082196c1b,FALSE,Kuragang,4,1,FALSE
8f6889082196c1c,FALSE,Kuragang,4,1,FALSE
8f6889082196c1d,FALSE,Kuragang,4,1,FALSE
8f6889082196c1e,FALSE,Kuragang,4,1,FALSE
8f6889082196c20,FALSE,Kuragang,0,1,FALSE
8f6889082196c21,FALSE,Kuragang,0,1,FALSE
8f6889082196c22,FALSE,Kuragang,4,1,FALSE
8f6889082196c23,FALSE,Kuragang,0,1,FALSE
8f6889082196c24,FALSE,Kuragang,0,1,FALSE
8f6889082196c25,FALSE,Kuragang,0,1,FALSE
8f6889082196c26,FALSE,Kuragang,0,1,FALSE
8f6889082196c28,FALSE,Kuragang,0,1,FALSE
8f6889082196c29,FALSE,Kuragang,4,1,FALSE
8f6889082196c2a,FALSE,Kuragang,4,1,FALSE
8f6889082196c2b,FALSE,Kuragang,4,1,FALSE
8f6889082196c2c,FALSE,Kuragang,0,1,FALSE
8f6889082196c2d,FALSE,Kuragang,0,1,FALSE
8f6889082196c2e,FALSE,Kuragang,0,1,FALSE
8f6889082196c30,FALSE,Kuragang,4,1,FALSE
8f6889082196c31,FALSE,Kuragang,4,1,FALSE
8f6889082196c32,FALSE,Kuragang,4,1,FALSE
8f6889082196c33,FALSE,Kuragang,4,1,FALSE
8f6889082196c34,FALSE,Kuragang,0,1,FALSE
8f6889082196c35,FALSE,Kuragang,4,1,FALSE
8f6889082196c36,FALSE,Kuragang,4,1,FALSE
8f6889082196c80,FALSE,Kuragang,4,1,FALSE
8f6889082196c81,FALSE,Kuragang,4,1,FALSE
8f6889082196c82,FALSE,Talum,4,1,FALSE
8f6889082196c83,FALSE,Talum,4,1,FALSE
8f6889082196c84,FALSE,Kuragang,0,1,FALSE
8f6889082196c85,FALSE,Kuragang,4,1,FALSE
8f6889082196c86,FALSE,Talum,4,1,FALSE
8f6889082196c88,FALSE,Kuragang,4,1,FALSE
8f6889082196c89,FALSE,Kuragang,4,1,FALSE
8f6889082196c8a,FALSE,Kuragang,4,1,FALSE
8f6889082196c8b,FALSE,Kuragang,4,1,FALSE
8f6889082196c8c,FALSE,Kuragang,4,1,FALSE
8f6889082196c8d,FALSE,Kuragang,4,1,FALSE
8f6889082196c8e,FALSE,Kuragang,4,1,FALSE
8f6889082196c90,FALSE,Talum,4,1,FALSE
8f6889082196c91,FALSE,Talum,4,1,FALSE
8f6889082196c92,FALSE,Talum,4,1,FALSE
8f6889082196c93,FALSE,Talum,4,1,FALSE
8f6889082196c94,FALSE,Talum,0,1,FALSE
8f6889082196c95,FALSE,Talum,4,1,FALSE
8f6889082196c96,FALSE,Talum,0,1,FALSE
8f6889082196c98,FALSE,Talum,4,1,FALSE
8f6889082196c99,FALSE,Talum,4,1,FALSE
8f6889082196c9a,FALSE,Talum,4,1,FALSE
8f6889082196c9b,FALSE,Talum,4,1,FALSE
8f6889082196c9c,FALSE,Talum,4,1,FALSE
8f6889082196c9d,FALSE,Talum,4,1,FALSE
8f6889082196c9e,FALSE,Talum,4,1,FALSE
8f6889082196ca0,FALSE,Kuragang,0,1,FALSE
8f6889082196ca1,FALSE,Kuragang,0,1,FALSE
8f6889082196ca2,FALSE,Kuragang,0,1,FALSE
8f6889082196ca3,FALSE,Kuragang,0,1,FALSE
8f6889082196ca4,FALSE,Kuragang,0,1,FALSE
8f6889082196ca5,FALSE,Kuragang,0,1,FALSE
8f6889082196ca6,FALSE,Kuragang,0,1,FALSE
8f6889082196ca8,FALSE,Kuragang,4,1,FALSE
8f6889082196ca9,FALSE,Kuragang,4,1,FALSE
8f6889082196caa,FALSE,Kuragang,4,1,FALSE
8f6889082196cab,FALSE,Kuragang,4,1,FALSE
8f6889082196cac,FALSE,Kuragang,0,1,FALSE
8f6889082196cad,FALSE,Kuragang,4,1,FALSE
8f6889082196cae,FALSE,Kuragang,0,1,FALSE
8f6889082196cb0,FALSE,Talum,0,1,FALSE
8f6889082196cb1,FALSE,Talum,0,1,FALSE
8f6889082196cb2,FALSE,Talum,0,1,FALSE
8f6889082196cb3,FALSE,Talum,0,1,FALSE
8f6889082196cb4,FALSE,Talum,0,1,FALSE
8f6889082196cb5,FALSE,Kuragang,0,1,FALSE
8f6889082196cb6,FALSE,Talum,0,1,FALSE
8f6889082196cd0,FALSE,Kuragang,4,1,FALSE
8f6889082196cd2,FALSE,Kuragang,4,1,FALSE
8f6889082196cd4,FALSE,Kuragang,4,1,FALSE
8f6889082196cd6,FALSE,Kuragang,4,1,FALSE
8f6889082196ce4,FALSE,Kuragang,4,1,FALSE
8f6889082196ce6,FALSE,Kuragang,4,1,FALSE
8f6889082196cf0,FALSE,Kuragang,4,1,FALSE
8f6889082196cf1,FALSE,Kuragang,4,1,FALSE
8f6889082196cf2,FALSE,Kuragang,4,1,FALSE
8f6889082196cf3,FALSE,Kuragang,4,1,FALSE
8f6889082196cf4,FALSE,Kuragang,4,1,FALSE
8f6889082196cf5,FALSE,Kuragang,4,1,FALSE
8f6889082196cf6,FALSE,Kuragang,4,1,FALSE
8f6889082196d00,FALSE,Kuragang,0,2,FALSE
8f6889082196d01,FALSE,Kuragang,0,2,FALSE
8f6889082196d02,FALSE,Kuragang,0,2,FALSE
8f6889082196d03,FALSE,Kuragang,5,2,FALSE
8f6889082196d04,FALSE,Kuragang,0,2,FALSE
8f6889082196d05,FALSE,Kuragang,0,2,FALSE
8f6889082196d06,FALSE,Kuragang,0,2,FALSE
8f6889082196d08,FALSE,Kuragang,0,2,FALSE
8f6889082196d09,FALSE,Kuragang,0,1,FALSE
8f6889082196d0a,FALSE,Kuragang,5,1,FALSE
8f6889082196d0b,FALSE,Kuragang,5,1,FALSE
8f6889082196d0c,FALSE,Kuragang,0,2,FALSE
8f6889082196d0d,FALSE,Kuragang,0,1,FALSE
8f6889082196d0e,FALSE,Kuragang,5,2,FALSE
8f6889082196d10,FALSE,Kuragang,0,2,FALSE
8f6889082196d11,FALSE,Kuragang,5,2,FALSE
8f6889082196d12,FALSE,Kuragang,0,2,FALSE
8f6889082196d13,FALSE,Kuragang,0,2,FALSE
8f6889082196d14,FALSE,Kuragang,0,2,FALSE
8f6889082196d15,FALSE,Kuragang,5,2,FALSE
8f6889082196d16,FALSE,Kuragang,0,2,FALSE
8f6889082196d18,FALSE,Kuragang,0,2,FALSE
8f6889082196d19,FALSE,Kuragang,0,1,FALSE
8f6889082196d1a,FALSE,Kuragang,0,2,FALSE
8f6889082196d1b,FALSE,Kuragang,0,1,FALSE
8f6889082196d1c,FALSE,Kuragang,5,2,FALSE
8f6889082196d1d,FALSE,Kuragang,0,2,FALSE
8f6889082196d1e,FALSE,Kuragang,0,2,FALSE
8f6889082196d20,FALSE,Kuragang,4,2,FALSE
8f6889082196d21,FALSE,Kuragang,4,2,FALSE
8f6889082196d22,FALSE,Kuragang,4,2,FALSE
8f6889082196d23,FALSE,Kuragang,4,2,FALSE
8f6889082196d24,FALSE,Kuragang,0,3,FALSE
8f6889082196d25,FALSE,Kuragang,0,3,FALSE
8f6889082196d26,FALSE,Kuragang,4,2,FALSE
8f6889082196d28,FALSE,Kuragang,4,2,FALSE
8f6889082196d29,FALSE,Kuragang,4,2,FALSE
8f6889082196d2a,FALSE,Kuragang,0,2,FALSE
8f6889082196d2b,FALSE,Kuragang,4,2,FALSE
8f6889082196d2c,FALSE,Kuragang,4,2,FALSE
8f6889082196d2d,FALSE,Birgey,4,2,FALSE
8f6889082196d2e,FALSE,Kuragang,4,2,FALSE
8f6889082196d30,FALSE,Kuragang,0,2,FALSE
8f6889082196d31,FALSE,Kuragang,0,2,FALSE
8f6889082196d32,FALSE,Kuragang,5,2,FALSE
8f6889082196d33,FALSE,Kuragang,5,2,FALSE
8f6889082196d34,FALSE,Kuragang,0,2,FALSE
8f6889082196d35,FALSE,Kuragang,0,2,FALSE
8f6889082196d36,FALSE,Kuragang,5,2,FALSE
8f6889082196d40,FALSE,Birgey,0,1,FALSE
8f6889082196d42,FALSE,Kuragang,0,1,FALSE
8f6889082196d43,FALSE,Birgey,0,1,FALSE
8f6889082196d44,FALSE,Birgey,0,1,FALSE
8f6889082196d45,FALSE,Birgey,0,1,FALSE
8f6889082196d46,FALSE,Birgey,0,1,FALSE
8f6889082196d50,FALSE,Kuragang,0,1,FALSE
8f6889082196d51,FALSE,Kuragang,0,1,FALSE
8f6889082196d52,FALSE,Kuragang,0,1,FALSE
8f6889082196d53,FALSE,Kuragang,0,1,FALSE
8f6889082196d54,FALSE,Kuragang,0,1,FALSE
8f6889082196d55,FALSE,Kuragang,0,1,FALSE
8f6889082196d56,FALSE,Kuragang,0,1,FALSE
8f6889082196d5a,FALSE,Kuragang,0,1,FALSE
8f6889082196d5c,FALSE,Kuragang,0,1,FALSE
8f6889082196d5e,FALSE,Kuragang,0,1,FALSE
8f6889082196d60,FALSE,Birgey,0,1,FALSE
8f6889082196d61,FALSE,Birgey,0,1,FALSE
8f6889082196d62,FALSE,Birgey,0,1,FALSE
8f6889082196d63,FALSE,Birgey,0,1,FALSE
8f6889082196d64,FALSE,Birgey,0,2,FALSE
8f6889082196d65,FALSE,Birgey,0,1,FALSE
8f6889082196d66,FALSE,Birgey,0,1,FALSE
8f6889082196d6e,FALSE,Birgey,0,1,FALSE
8f6889082196d70,FALSE,Birgey,0,1,FALSE
8f6889082196d71,FALSE,Birgey,0,1,FALSE
8f6889082196d72,FALSE,Kuragang,0,1,FALSE
8f6889082196d73,FALSE,Kuragang,0,1,FALSE
8f6889082196d74,FALSE,Birgey,0,2,FALSE
8f6889082196d75,FALSE,Birgey,0,1,FALSE
8f6889082196d76,FALSE,Kuragang,0,2,FALSE
8f6889082196d80,FALSE,Kuragang,0,2,FALSE
8f6889082196d81,FALSE,Kuragang,0,2,FALSE
8f6889082196d82,FALSE,Kuragang,0,1,FALSE
8f6889082196d83,FALSE,Kuragang,0,1,FALSE
8f6889082196d84,FALSE,Kuragang,0,2,FALSE
8f6889082196d85,FALSE,Kuragang,0,2,FALSE
8f6889082196d86,FALSE,Kuragang,0,2,FALSE
8f6889082196d88,FALSE,Kuragang,0,1,FALSE
8f6889082196d89,FALSE,Kuragang,4,1,FALSE
8f6889082196d8a,FALSE,Kuragang,0,1,FALSE
8f6889082196d8b,FALSE,Kuragang,0,1,FALSE
8f6889082196d8c,FALSE,Kuragang,4,1,FALSE
8f6889082196d8d,FALSE,Kuragang,4,1,FALSE
8f6889082196d8e,FALSE,Kuragang,0,1,FALSE
8f6889082196d90,FALSE,Lugana,5,2,FALSE
8f6889082196d91,FALSE,Kuragang,0,2,FALSE
8f6889082196d92,FALSE,Talum,0,2,FALSE
8f6889082196d93,FALSE,Talum,5,2,FALSE
8f6889082196d94,FALSE,Lugana,0,2,FALSE
8f6889082196d95,FALSE,Kuragang,0,2,FALSE
8f6889082196d96,FALSE,Talum,5,2,FALSE
8f6889082196d98,FALSE,Kuragang,5,1,FALSE
8f6889082196d99,FALSE,Kuragang,5,1,FALSE
8f6889082196d9a,FALSE,Talum,0,1,FALSE
8f6889082196d9b,FALSE,Kuragang,0,1,FALSE
8f6889082196d9c,FALSE,Kuragang,0,1,FALSE
8f6889082196d9d,FALSE,Kuragang,0,1,FALSE
8f6889082196d9e,FALSE,Kuragang,5,2,FALSE
8f6889082196da0,FALSE,Kuragang,0,2,FALSE
8f6889082196da1,FALSE,Kuragang,0,2,FALSE
8f6889082196da2,FALSE,Kuragang,0,2,FALSE
8f6889082196da3,FALSE,Kuragang,0,2,FALSE
8f6889082196da4,FALSE,Kuragang,0,2,FALSE
8f6889082196da5,FALSE,Kuragang,0,2,FALSE
8f6889082196da6,FALSE,Kuragang,0,2,FALSE
8f6889082196da8,FALSE,Kuragang,0,2,FALSE
8f6889082196da9,FALSE,Kuragang,0,1,FALSE
8f6889082196daa,FALSE,Kuragang,0,2,FALSE
8f6889082196dab,FALSE,Kuragang,4,1,FALSE
8f6889082196dac,FALSE,Kuragang,0,2,FALSE
8f6889082196dad,FALSE,Kuragang,0,2,FALSE
8f6889082196dae,FALSE,Kuragang,0,2,FALSE
8f6889082196db0,FALSE,Kuragang,0,2,FALSE
8f6889082196db1,FALSE,Kuragang,0,2,FALSE
8f6889082196db2,FALSE,Lugana,0,2,FALSE
8f6889082196db3,FALSE,Kuragang,0,2,FALSE
8f6889082196db4,FALSE,Kuragang,0,2,FALSE
8f6889082196db5,FALSE,Kuragang,0,2,FALSE
8f6889082196db6,FALSE,Lugana,1,2,FALSE
8f6889082565920,FALSE,Talum,4,1,FALSE
8f6889082565921,FALSE,Talum,4,1,FALSE
8f6889082565922,FALSE,Talum,4,1,FALSE
8f6889082565923,FALSE,Talum,4,1,FALSE
8f6889082565924,FALSE,Talum,4,1,FALSE
8f6889082565925,FALSE,Talum,4,1,FALSE
8f6889082565926,FALSE,Talum,4,1,FALSE
8f6889082565928,FALSE,Talum,4,1,FALSE
8f6889082565929,FALSE,Talum,4,1,FALSE
8f688908256592c,FALSE,Talum,4,1,FALSE
8f688908256592d,FALSE,Talum,4,1,FALSE
8f688908256592e,FALSE,Talum,4,1,FALSE
8f6889082565944,FALSE,Talum,4,1,FALSE
8f6889082565945,FALSE,Talum,4,1,FALSE
8f688908256594d,FALSE,Talum,4,1,FALSE
8f6889082565960,FALSE,Talum,4,1,FALSE
8f6889082565961,FALSE,Talum,4,1,FALSE
8f6889082565962,FALSE,Talum,4,1,FALSE
8f6889082565963,FALSE,Talum,4,1,FALSE
8f6889082565964,FALSE,Talum,4,1,FALSE
8f6889082565965,FALSE,Talum,4,1,FALSE
8f6889082565966,FALSE,Talum,4,1,FALSE
8f6889082565968,FALSE,Talum,4,1,FALSE
8f6889082565969,FALSE,Talum,4,1,FALSE
8f688908256596a,FALSE,Talum,4,1,FALSE
8f688908256596b,FALSE,Talum,4,1,FALSE
8f688908256596c,FALSE,Talum,4,1,FALSE
8f688908256596d,FALSE,Talum,4,1,FALSE
8f688908256596e,FALSE,Talum,4,1,FALSE
8f6889082565970,FALSE,Talum,4,1,FALSE
8f6889082565971,FALSE,Talum,4,1,FALSE
8f6889082565974,FALSE,Talum,4,1,FALSE
8f6889082565975,FALSE,Talum,4,1,FALSE
8f6889082cc8000,FALSE,Kirdag,1,3,FALSE
8f6889082cc8001,TRUE,Kirdag,0,2,FALSE
8f6889082cc8002,TRUE,Kirdag,0,3,FALSE
8f6889082cc8003,TRUE,Kirdag,0,3,FALSE
8f6889082cc8004,FALSE,Kirdag,1,2,FALSE
8f6889082cc8005,FALSE,Kirdag,1,2,FALSE
8f6889082cc8006,FALSE,Kirdag,1,3,FALSE
8f6889082cc8008,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8009,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc800a,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc800b,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc800c,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc800d,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc800e,FALSE,Kirdag,0,3,FALSE
8f6889082cc8010,FALSE,Kirdag,5,4,FALSE
8f6889082cc8011,TRUE,Kirdag,5,4,FALSE
8f6889082cc8012,FALSE,Kirdag,0,3,FALSE
8f6889082cc8013,TRUE,Kirdag,0,3,FALSE
8f6889082cc8014,FALSE,Kirdag,0,3,FALSE
8f6889082cc8015,FALSE,Kirdag,0,3,FALSE
8f6889082cc8016,FALSE,Kirdag,5,3,FALSE
8f6889082cc8018,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8019,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc801a,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc801b,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc801c,FALSE,Kirdag,5,4,FALSE
8f6889082cc801d,FALSE,Kirdag,0,3,FALSE
8f6889082cc801e,FALSE,Kirdag,0,4,FALSE
8f6889082cc8020,FALSE,Kirdag,1,2,FALSE
8f6889082cc8021,FALSE,Kirdag,1,2,FALSE
8f6889082cc8022,FALSE,Kirdag,1,2,FALSE
8f6889082cc8023,FALSE,Kirdag,1,2,FALSE
8f6889082cc8024,FALSE,Keffin Sound,6,0,FALSE
8f6889082cc8025,FALSE,Keffin Sound,6,0,FALSE
8f6889082cc8026,FALSE,Kirdag,1,2,FALSE
8f6889082cc8028,FALSE,Dialgen,1,2,FALSE
8f6889082cc8029,TRUE,Dialgen,0,2,FALSE
8f6889082cc802a,TRUE,Kirdag,0,2,FALSE
8f6889082cc802b,TRUE,Dialgen,0,2,FALSE
8f6889082cc802c,FALSE,Dialgen,1,2,FALSE
8f6889082cc802d,FALSE,Dialgen,1,2,FALSE
8f6889082cc802e,FALSE,Kirdag,1,2,FALSE
8f6889082cc8030,FALSE,Kirdag,1,3,FALSE
8f6889082cc8031,FALSE,Kirdag,1,3,FALSE
8f6889082cc8032,FALSE,Kirdag,0,3,FALSE
8f6889082cc8033,FALSE,Kirdag,1,3,FALSE
8f6889082cc8034,FALSE,Kirdag,1,3,FALSE
8f6889082cc8035,FALSE,Kirdag,1,3,FALSE
8f6889082cc8036,FALSE,Kirdag,1,3,FALSE
8f6889082cc8040,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8041,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8042,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8043,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8044,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8045,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8046,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8048,FALSE,Sawte,0,1,FALSE
8f6889082cc8049,FALSE,Sawte,0,1,FALSE
8f6889082cc804a,FALSE,Sawte,0,1,FALSE
8f6889082cc804b,FALSE,Sawte,0,1,FALSE
8f6889082cc804c,FALSE,Sawte,3,1,FALSE
8f6889082cc804d,FALSE,Sawte,3,1,FALSE
8f6889082cc804e,FALSE,Sawte,3,1,FALSE
8f6889082cc8050,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8051,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8052,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8053,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8054,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8055,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8056,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8058,FALSE,Sawte,1,2,FALSE
8f6889082cc8059,FALSE,Sawte,1,2,FALSE
8f6889082cc805a,FALSE,Veliken,0,3,FALSE
8f6889082cc805b,FALSE,Sawte,1,2,FALSE
8f6889082cc805c,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc805d,FALSE,Sawte,0,1,FALSE
8f6889082cc805e,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8060,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8061,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8062,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8063,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8064,TRUE,Dialgen,0,2,FALSE
8f6889082cc8065,TRUE,Bream Watch,0,2,FALSE
8f6889082cc8066,FALSE,Dialgen,0,2,FALSE
8f6889082cc8068,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8069,FALSE,The Bream,6,0,FALSE
8f6889082cc806a,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc806b,FALSE,Sawte,3,1,FALSE
8f6889082cc806c,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc806d,FALSE,The Bream,6,0,FALSE
8f6889082cc806e,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8070,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8071,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8072,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8073,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8074,FALSE,Dialgen,0,2,FALSE
8f6889082cc8075,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8076,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8080,TRUE,Tarag,0,3,FALSE
8f6889082cc8081,FALSE,Tarag,0,3,FALSE
8f6889082cc8082,FALSE,Inner Algos Bay,6,0,FALSE
8f6889082cc8083,FALSE,Tarag,0,3,FALSE
8f6889082cc8084,FALSE,Tarean,0,3,FALSE
8f6889082cc8085,TRUE,Tarean,0,3,FALSE
8f6889082cc8086,TRUE,Tarean,0,3,FALSE
8f6889082cc8088,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc8089,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc808a,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc808b,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc808c,FALSE,Outer Algos Bay,6,0,FALSE
8f6889082cc808d,FALSE,Outer Algos Bay,6,0,FALSE
